ID,Activity,Timestamp,noise
281,Reject application,2018-07-27 18:12:15.627,true
281,start_event_Loan  application received,2018-07-27 18:12:15.627,
281,Start,2018-07-27 18:12:15.627,Start
280,Assess loan risk,2018-07-27 18:33:02.227,
280,Verify repayment agreement,2018-07-27 18:33:02.227,true
280,Assess eligibility,2018-07-27 19:22:25.367,
280,Reject application,2018-07-27 19:34:58.426,
281,Check  application  form completeness,2018-07-27 19:40:23.778,
280,end_event_Loan application rejected,2018-07-27 19:54:28.216,
280,End,2018-07-27 19:54:28.216,End
281,Return application back to applicant,2018-07-27 20:09:51.342,
281,Receive updated application,2018-07-27 20:17:52.960,
281,Check  application  form completeness,2018-07-27 20:26:25.799,
281,Return application back to applicant,2018-07-27 23:04:09.498,
281,Receive updated application,2018-07-27 23:32:07.217,
281,end_event_Loan application rejected,2018-07-27 23:32:07.217,true
281,Check  application  form completeness,2018-07-28 00:28:38.495,
281,Check credit history,2018-07-28 02:48:03.763,
281,Appraise property,2018-07-28 04:26:20.383,
281,Assess loan risk,2018-07-28 04:31:10.178,
281,Assess eligibility,2018-07-28 06:20:54.391,
281,Check if home insurance quote is requested,2018-07-28 06:25:16.559,
281,Check  application  form completeness,2018-07-28 06:25:16.559,true
281,Send home insurance quote,2018-07-28 07:40:43.579,
281,Verify repayment agreement,2018-07-28 08:39:28.839,
281,Approve application,2018-07-28 11:20:56.810,
282,start_event_Loan  application received,2018-07-28 11:27:01.828,
282,Start,2018-07-28 11:27:01.828,Start
282,Check  application  form completeness,2018-07-28 11:42:27.506,
282,Check credit history,2018-07-28 11:56:06.643,
282,Appraise property,2018-07-28 11:59:00.159,
282,Assess loan risk,2018-07-28 12:29:54.389,
282,Reject application,2018-07-28 12:29:54.389,true
281,end_event_Loan  application approved,2018-07-28 12:33:03.415,
281,End,2018-07-28 12:33:03.415,End
282,Assess eligibility,2018-07-28 15:44:09.901,
282,Reject application,2018-07-28 15:53:10.457,
282,Send home insurance quote,2018-07-28 17:17:27.926,true
282,End,2018-07-28 17:17:27.926,End
282,end_event_Loan application rejected,2018-07-28 17:17:27.926,
283,Start,2018-07-29 12:42:59.651,Start
283,start_event_Loan  application received,2018-07-29 12:42:59.651,
283,Check  application  form completeness,2018-07-29 12:57:18.053,
283,Return application back to applicant,2018-07-29 13:05:09.711,
283,Receive updated application,2018-07-29 14:05:35.089,
283,Check  application  form completeness,2018-07-29 14:32:20.793,
284,start_event_Loan  application received,2018-07-29 16:59:13.574,
283,Return application back to applicant,2018-07-29 17:14:30.485,
283,Assess eligibility,2018-07-29 17:14:30.485,true
284,Check  application  form completeness,2018-07-29 17:50:21.322,true
284,Check  application  form completeness,2018-07-29 17:50:21.322,
284,Return application back to applicant,2018-07-29 17:51:47.721,
283,Receive updated application,2018-07-29 18:20:48.611,
283,Check  application  form completeness,2018-07-29 19:01:27.552,true
283,Check  application  form completeness,2018-07-29 19:01:27.552,
283,Appraise property,2018-07-29 19:03:37.550,
283,Check credit history,2018-07-29 19:31:05.291,
283,Assess loan risk,2018-07-29 20:53:44.612,
284,Receive updated application,2018-07-29 21:45:46.124,
284,Check  application  form completeness,2018-07-29 22:06:30.065,
283,Assess eligibility,2018-07-29 22:13:49.076,
283,Reject application,2018-07-29 22:21:06.994,
284,Start,2018-07-29 22:52:43.974,Start
283,End,2018-07-29 22:52:43.974,End
283,end_event_Loan application rejected,2018-07-29 22:52:43.974,
284,end_event_Loan  application canceled,2018-07-29 22:52:43.974,true
284,Appraise property,2018-07-29 23:04:04.122,
284,Check credit history,2018-07-30 01:13:48.318,
284,Assess loan risk,2018-07-30 02:09:26.939,
284,Assess eligibility,2018-07-30 02:22:15.673,
284,Reject application,2018-07-30 02:34:53.299,
284,end_event_Loan application rejected,2018-07-30 04:33:50.141,
284,End,2018-07-30 04:33:50.141,End
285,start_event_Loan  application received,2018-07-30 08:46:19.390,
285,Start,2018-07-30 08:46:19.390,Start
285,Check  application  form completeness,2018-07-30 09:28:08.414,
285,Check credit history,2018-07-30 10:58:25.930,
286,start_event_Loan  application received,2018-07-30 11:17:46.265,
286,Check  application  form completeness,2018-07-30 11:19:25.789,
286,Return application back to applicant,2018-07-30 11:28:35.375,
286,Receive updated application,2018-07-30 11:50:04.182,
285,Assess loan risk,2018-07-30 12:11:46.417,
286,Check  application  form completeness,2018-07-30 12:11:47.294,
286,Return application back to applicant,2018-07-30 12:46:34.043,
285,Appraise property,2018-07-30 12:48:12.143,
285,Assess eligibility,2018-07-30 14:11:38.432,
286,Send home insurance quote,2018-07-30 16:03:08.000,true
286,Receive updated application,2018-07-30 16:03:08.000,
286,Check  application  form completeness,2018-07-30 16:11:11.566,
285,Check if home insurance quote is requested,2018-07-30 16:19:46.588,
286,Check credit history,2018-07-30 16:37:17.537,
286,Check if home insurance quote is requested,2018-07-30 16:37:17.537,true
286,Assess loan risk,2018-07-30 17:08:09.771,
286,Appraise property,2018-07-30 17:25:40.916,
286,Assess eligibility,2018-07-30 17:45:53.434,
285,Send acceptance pack,2018-07-30 18:37:19.483,
286,Check if home insurance quote is requested,2018-07-30 18:49:11.461,
286,Send acceptance pack,2018-07-30 18:49:14.696,
285,Send acceptance pack,2018-07-30 18:55:43.913,true
285,Verify repayment agreement,2018-07-30 18:55:43.913,
286,Verify repayment agreement,2018-07-30 18:59:52.673,
285,end_event_Loan application rejected,2018-07-30 19:11:40.566,true
285,Approve application,2018-07-30 19:11:40.566,
286,Approve application,2018-07-30 19:19:10.361,
286,End,2018-07-30 19:23:41.746,End
286,end_event_Loan  application approved,2018-07-30 19:23:41.746,
286,Start,2018-07-30 19:50:41.119,Start
285,end_event_Loan  application approved,2018-07-30 19:50:41.119,
285,End,2018-07-30 19:50:41.119,End
286,end_event_Loan  application canceled,2018-07-30 19:50:41.119,true
287,Start,2018-07-31 10:42:55.188,Start
287,start_event_Loan  application received,2018-07-31 10:42:55.188,
287,Check  application  form completeness,2018-07-31 10:52:47.450,
287,Check credit history,2018-07-31 11:04:24.382,
288,start_event_Loan  application received,2018-07-31 12:57:17.446,
288,Start,2018-07-31 12:57:17.446,Start
287,Appraise property,2018-07-31 13:12:48.804,
287,Assess loan risk,2018-07-31 13:17:58.625,
287,end_event_Loan application rejected,2018-07-31 13:17:58.625,true
287,Assess eligibility,2018-07-31 13:20:52.392,
287,Reject application,2018-07-31 13:24:18.157,
287,end_event_Loan application rejected,2018-07-31 14:14:52.576,
287,End,2018-07-31 14:14:52.576,End
288,Check  application  form completeness,2018-07-31 14:18:01.692,
288,Return application back to applicant,2018-07-31 15:35:02.148,
288,Receive updated application,2018-07-31 16:40:44.738,
288,Check  application  form completeness,2018-07-31 17:14:42.306,
288,Send home insurance quote,2018-07-31 17:14:42.306,true
288,Appraise property,2018-07-31 17:20:20.122,
288,Check credit history,2018-07-31 17:26:32.149,
288,Assess loan risk,2018-07-31 18:01:16.948,
289,Start,2018-07-31 18:05:20.584,Start
289,start_event_Loan  application received,2018-07-31 18:05:20.584,
288,Assess eligibility,2018-07-31 18:06:20.370,
288,Reject application,2018-07-31 18:14:48.059,
288,end_event_Loan application rejected,2018-07-31 18:25:57.844,
288,End,2018-07-31 18:25:57.844,End
289,Check  application  form completeness,2018-07-31 19:30:47.837,
289,Appraise property,2018-07-31 21:33:11.471,
289,Check credit history,2018-07-31 21:59:13.470,
289,Assess loan risk,2018-07-31 22:47:06.380,
289,Assess eligibility,2018-08-01 00:09:17.492,
289,Check if home insurance quote is requested,2018-08-01 03:29:41.010,
289,Send home insurance quote,2018-08-01 04:51:01.049,
289,Verify repayment agreement,2018-08-01 07:01:27.941,
289,Approve application,2018-08-01 07:01:30.590,
289,end_event_Loan  application approved,2018-08-01 07:19:00.066,
289,End,2018-08-01 07:19:00.066,End
290,Start,2018-08-02 04:05:12.266,Start
290,start_event_Loan  application received,2018-08-02 04:05:12.266,
290,Check  application  form completeness,2018-08-02 04:05:54.001,
290,Appraise property,2018-08-02 05:36:34.591,
290,Check credit history,2018-08-02 05:44:26.168,
290,Assess loan risk,2018-08-02 06:45:48.198,
290,Assess eligibility,2018-08-02 07:17:02.292,
290,Check if home insurance quote is requested,2018-08-02 07:33:51.978,
290,Send home insurance quote,2018-08-02 07:48:10.195,
290,Verify repayment agreement,2018-08-02 10:50:51.833,
290,Cancel application,2018-08-02 11:41:48.822,
290,end_event_Loan  application canceled,2018-08-02 13:19:10.766,
290,End,2018-08-02 13:19:10.766,End
291,Start,2018-08-03 07:01:43.614,Start
291,start_event_Loan  application received,2018-08-03 07:01:43.614,
291,Check  application  form completeness,2018-08-03 07:21:12.465,
291,Return application back to applicant,2018-08-03 07:55:16.778,
291,Receive updated application,2018-08-03 09:04:09.488,
291,Check  application  form completeness,2018-08-03 09:22:55.900,
291,Return application back to applicant,2018-08-03 09:37:31.163,
291,Receive updated application,2018-08-03 09:42:12.287,
291,Check  application  form completeness,2018-08-03 09:44:56.858,
291,Appraise property,2018-08-03 10:36:11.758,
291,Check credit history,2018-08-03 11:10:14.592,
291,Assess loan risk,2018-08-03 12:24:14.752,
291,Assess eligibility,2018-08-03 12:50:10.348,
291,Check if home insurance quote is requested,2018-08-03 13:18:18.127,
291,Send home insurance quote,2018-08-03 14:06:46.529,
291,Verify repayment agreement,2018-08-03 14:58:13.301,
291,Cancel application,2018-08-03 15:17:17.519,
291,end_event_Loan  application canceled,2018-08-03 15:39:58.325,
291,End,2018-08-03 15:39:58.325,End
292,Start,2018-08-03 15:39:58.325,Start
292,Send acceptance pack,2018-08-03 15:39:58.325,true
292,start_event_Loan  application received,2018-08-04 13:50:29.646,
292,Check  application  form completeness,2018-08-04 15:02:32.753,
292,Return application back to applicant,2018-08-04 17:04:44.912,
292,Return application back to applicant,2018-08-04 17:04:44.912,true
292,Receive updated application,2018-08-04 17:40:56.007,
292,Check  application  form completeness,2018-08-04 17:44:29.892,
292,Check credit history,2018-08-04 18:15:46.385,
292,Appraise property,2018-08-04 18:17:49.659,
292,Assess loan risk,2018-08-04 19:02:29.282,
292,Assess eligibility,2018-08-04 19:08:56.049,
292,Check if home insurance quote is requested,2018-08-04 21:52:13.990,
292,Send acceptance pack,2018-08-04 22:26:33.685,
292,Verify repayment agreement,2018-08-04 22:40:45.643,
292,Cancel application,2018-08-04 23:41:05.586,
292,end_event_Loan  application canceled,2018-08-04 23:48:54.137,
292,End,2018-08-04 23:48:54.137,End
293,Start,2018-08-04 23:48:54.137,Start
293,Appraise property,2018-08-04 23:48:54.137,true
293,start_event_Loan  application received,2018-08-05 02:45:39.542,
293,Check  application  form completeness,2018-08-05 03:16:49.131,
293,Return application back to applicant,2018-08-05 04:35:20.344,
293,Receive updated application,2018-08-05 05:54:35.585,
293,end_event_Loan  application canceled,2018-08-05 06:34:57.496,true
293,Check  application  form completeness,2018-08-05 06:34:57.496,
293,Return application back to applicant,2018-08-05 06:42:15.071,
293,Receive updated application,2018-08-05 07:35:37.453,
293,Check  application  form completeness,2018-08-05 08:40:53.724,
293,Return application back to applicant,2018-08-05 09:07:49.920,
293,Receive updated application,2018-08-05 10:56:59.043,
293,Check  application  form completeness,2018-08-05 12:12:56.369,
293,Check credit history,2018-08-05 12:16:00.725,
293,Assess loan risk,2018-08-05 17:27:10.517,
293,Appraise property,2018-08-05 17:32:49.441,
293,end_event_Loan  application approved,2018-08-05 17:32:49.441,true
293,Assess eligibility,2018-08-05 19:22:04.070,
293,Reject application,2018-08-05 19:30:02.286,
293,end_event_Loan application rejected,2018-08-05 19:34:48.838,
293,End,2018-08-05 19:34:48.838,End
294,Start,2018-08-06 10:21:34.584,Start
294,start_event_Loan  application received,2018-08-06 10:21:34.584,
294,Check  application  form completeness,2018-08-06 11:33:53.223,
294,Check credit history,2018-08-06 13:53:12.137,
295,start_event_Loan  application received,2018-08-06 14:55:29.151,
295,Start,2018-08-06 14:55:29.151,Start
295,Check  application  form completeness,2018-08-06 14:58:01.290,
294,Appraise property,2018-08-06 15:21:15.730,
295,Check credit history,2018-08-06 15:48:10.905,
295,Appraise property,2018-08-06 16:37:42.675,
295,Assess loan risk,2018-08-06 17:17:08.415,
294,Assess loan risk,2018-08-06 17:27:17.959,
295,Assess eligibility,2018-08-06 17:30:20.760,
294,Assess eligibility,2018-08-06 18:04:34.453,
295,Check if home insurance quote is requested,2018-08-06 18:21:30.040,
294,Reject application,2018-08-06 18:32:14.800,
294,end_event_Loan application rejected,2018-08-06 19:36:01.859,
294,End,2018-08-06 19:36:01.859,End
295,Send home insurance quote,2018-08-06 20:27:22.563,
295,Verify repayment agreement,2018-08-06 20:29:13.268,
295,Cancel application,2018-08-06 22:13:22.209,
295,end_event_Loan  application canceled,2018-08-06 22:47:29.694,
295,End,2018-08-06 22:47:29.694,End
296,Start,2018-08-06 22:47:29.694,Start
296,Check credit history,2018-08-06 22:47:29.694,true
296,start_event_Loan  application received,2018-08-07 09:28:24.819,
296,Check  application  form completeness,2018-08-07 10:06:34.429,
296,Appraise property,2018-08-07 10:33:45.596,
296,Check credit history,2018-08-07 11:00:28.043,
296,Assess loan risk,2018-08-07 11:49:01.130,
296,Check if home insurance quote is requested,2018-08-07 11:49:01.130,true
296,Assess eligibility,2018-08-07 14:21:38.338,
296,Reject application,2018-08-07 17:21:03.117,
296,end_event_Loan application rejected,2018-08-07 20:38:11.777,
296,End,2018-08-07 20:38:11.777,End
297,Start,2018-08-08 07:49:38.681,Start
297,start_event_Loan  application received,2018-08-08 07:49:38.681,
297,Check  application  form completeness,2018-08-08 08:17:34.222,
297,Check credit history,2018-08-08 08:39:10.995,
297,Assess loan risk,2018-08-08 08:48:55.270,
297,Appraise property,2018-08-08 10:00:45.590,
297,Assess eligibility,2018-08-08 10:10:50.542,
297,Reject application,2018-08-08 12:41:51.617,
297,end_event_Loan application rejected,2018-08-08 14:36:03.842,
297,End,2018-08-08 14:36:03.842,End
298,start_event_Loan  application received,2018-08-09 06:01:40.697,
298,Start,2018-08-09 06:01:40.697,Start
298,Check  application  form completeness,2018-08-09 06:35:08.678,
298,Return application back to applicant,2018-08-09 07:15:10.101,
298,Check if home insurance quote is requested,2018-08-09 07:15:10.101,true
298,Receive updated application,2018-08-09 07:44:37.133,
298,Check  application  form completeness,2018-08-09 07:53:25.444,
298,Return application back to applicant,2018-08-09 12:10:09.048,
298,Receive updated application,2018-08-09 12:57:58.515,
298,Approve application,2018-08-09 12:57:58.515,true
298,Check  application  form completeness,2018-08-09 13:15:11.953,
298,Return application back to applicant,2018-08-09 14:24:49.368,
298,Receive updated application,2018-08-09 16:22:22.065,
298,Assess eligibility,2018-08-09 16:22:22.065,true
298,Check  application  form completeness,2018-08-09 16:53:24.264,
298,Appraise property,2018-08-09 16:54:59.368,
298,Receive updated application,2018-08-09 16:54:59.368,true
298,Check credit history,2018-08-09 17:22:23.055,
298,Assess loan risk,2018-08-09 18:04:16.203,
298,Assess eligibility,2018-08-09 21:29:17.974,
298,Check if home insurance quote is requested,2018-08-09 22:27:45.225,
298,Send acceptance pack,2018-08-09 23:20:10.863,
298,Verify repayment agreement,2018-08-10 00:17:53.623,
298,Approve application,2018-08-10 01:06:23.419,
298,Cancel application,2018-08-10 01:06:23.419,true
298,end_event_Loan  application approved,2018-08-10 01:14:35.390,
298,End,2018-08-10 01:14:35.390,End
299,start_event_Loan  application received,2018-08-10 04:23:40.602,
299,Start,2018-08-10 04:23:40.602,Start
299,Check  application  form completeness,2018-08-10 05:15:47.322,
300,start_event_Loan  application received,2018-08-10 06:05:11.540,
300,Start,2018-08-10 06:05:11.540,Start
300,Check  application  form completeness,2018-08-10 06:56:21.097,
300,Appraise property,2018-08-10 07:43:03.694,
300,Check credit history,2018-08-10 07:51:58.806,
299,Return application back to applicant,2018-08-10 08:11:58.876,
299,Receive updated application,2018-08-10 08:14:49.112,
300,Assess loan risk,2018-08-10 09:00:09.476,
299,Check  application  form completeness,2018-08-10 10:14:11.691,
300,Assess eligibility,2018-08-10 10:52:33.201,
299,Return application back to applicant,2018-08-10 11:52:22.352,
299,Receive updated application,2018-08-10 11:59:54.266,
300,Check if home insurance quote is requested,2018-08-10 12:24:46.544,
299,Check  application  form completeness,2018-08-10 13:01:15.846,
299,Check credit history,2018-08-10 13:27:12.622,
300,Send acceptance pack,2018-08-10 14:15:35.677,
300,Verify repayment agreement,2018-08-10 14:49:43.475,
299,Appraise property,2018-08-10 15:06:34.968,
300,Cancel application,2018-08-10 15:32:38.532,
300,end_event_Loan  application canceled,2018-08-10 16:03:43.381,
300,End,2018-08-10 16:03:43.381,End
299,Assess loan risk,2018-08-10 16:29:22.648,
299,Assess eligibility,2018-08-10 18:18:05.609,
299,Reject application,2018-08-10 20:27:57.953,
299,End,2018-08-10 20:57:11.904,End
299,end_event_Loan application rejected,2018-08-10 20:57:11.904,
301,Start,2018-08-13 22:16:21.711,Start
301,start_event_Loan  application received,2018-08-13 22:16:21.711,
301,Check  application  form completeness,2018-08-13 22:35:36.898,
301,Return application back to applicant,2018-08-13 23:06:26.246,
301,Send acceptance pack,2018-08-13 23:06:26.246,true
301,Receive updated application,2018-08-13 23:31:40.229,
301,Check  application  form completeness,2018-08-14 00:03:55.160,
301,Return application back to applicant,2018-08-14 00:14:52.601,
301,Receive updated application,2018-08-14 01:49:10.257,
301,Check  application  form completeness,2018-08-14 02:49:28.957,
301,Return application back to applicant,2018-08-14 03:07:45.062,
301,Receive updated application,2018-08-14 03:29:31.924,
301,Check  application  form completeness,2018-08-14 06:20:05.218,
301,Return application back to applicant,2018-08-14 06:48:24.165,
301,Receive updated application,2018-08-14 08:38:51.444,
301,end_event_Loan  application approved,2018-08-14 08:38:51.444,true
301,Check  application  form completeness,2018-08-14 09:12:36.842,
301,Return application back to applicant,2018-08-14 10:13:11.712,
301,Receive updated application,2018-08-14 12:22:07.516,
301,Check  application  form completeness,2018-08-14 12:55:50.153,
301,Return application back to applicant,2018-08-14 14:02:25.910,
301,Assess loan risk,2018-08-14 14:02:25.910,true
301,Receive updated application,2018-08-14 14:52:36.031,
301,Check  application  form completeness,2018-08-14 15:49:14.376,
301,Appraise property,2018-08-14 16:08:21.723,
301,Check credit history,2018-08-14 18:58:35.798,
301,Assess loan risk,2018-08-14 21:35:15.518,
301,Assess eligibility,2018-08-14 22:02:40.211,
301,Reject application,2018-08-14 23:09:47.762,
301,end_event_Loan application rejected,2018-08-14 23:45:28.678,
301,End,2018-08-14 23:45:28.678,End
302,Start,2018-08-17 00:57:54.650,Start
302,start_event_Loan  application received,2018-08-17 00:57:54.650,
302,Check  application  form completeness,2018-08-17 01:23:12.624,
302,Check credit history,2018-08-17 02:37:23.832,
302,Assess eligibility,2018-08-17 02:37:23.832,true
303,start_event_Loan  application received,2018-08-17 04:34:05.128,
303,Start,2018-08-17 04:34:05.128,Start
303,Send acceptance pack,2018-08-17 05:54:18.033,true
303,Check  application  form completeness,2018-08-17 05:54:18.033,
302,Appraise property,2018-08-17 07:24:57.904,
302,Receive updated application,2018-08-17 07:37:54.844,true
302,Assess loan risk,2018-08-17 07:37:54.844,
302,Assess eligibility,2018-08-17 07:52:02.490,
302,Check if home insurance quote is requested,2018-08-17 08:39:37.344,
302,Send acceptance pack,2018-08-17 08:48:29.295,
303,Appraise property,2018-08-17 08:58:34.394,
302,Verify repayment agreement,2018-08-17 09:04:36.731,
302,end_event_Loan application rejected,2018-08-17 09:04:36.731,true
303,Check credit history,2018-08-17 09:42:47.878,
303,Assess loan risk,2018-08-17 10:41:34.465,
302,Approve application,2018-08-17 10:56:33.174,
303,Assess eligibility,2018-08-17 11:30:48.519,
303,Assess eligibility,2018-08-17 11:30:48.519,true
302,End,2018-08-17 11:35:48.360,End
302,end_event_Loan  application approved,2018-08-17 11:35:48.360,
303,Reject application,2018-08-17 13:25:20.070,
303,Cancel application,2018-08-17 13:25:20.070,true
303,end_event_Loan application rejected,2018-08-17 13:48:09.250,
303,Receive updated application,2018-08-17 13:48:09.250,true
303,End,2018-08-17 13:48:09.250,End
304,Start,2018-08-17 13:48:09.250,Start
304,Appraise property,2018-08-17 13:48:09.250,true
304,start_event_Loan  application received,2018-08-18 05:30:17.828,
304,Check  application  form completeness,2018-08-18 06:46:42.992,
304,Check credit history,2018-08-18 07:18:46.624,
304,Appraise property,2018-08-18 09:02:28.498,
304,Assess loan risk,2018-08-18 10:56:21.520,
304,Assess eligibility,2018-08-18 11:05:38.845,
304,Check if home insurance quote is requested,2018-08-18 13:05:20.601,
304,Send home insurance quote,2018-08-18 13:33:39.991,
304,Verify repayment agreement,2018-08-18 17:27:22.951,
304,Cancel application,2018-08-18 18:41:52.738,
304,end_event_Loan  application canceled,2018-08-18 20:00:52.966,
304,End,2018-08-18 20:00:52.966,End
305,Start,2018-08-23 05:24:36.099,Start
305,start_event_Loan  application received,2018-08-23 05:24:36.099,
305,Check  application  form completeness,2018-08-23 05:25:19.361,
305,Return application back to applicant,2018-08-23 06:14:26.919,
305,Receive updated application,2018-08-23 06:16:04.999,
305,Send home insurance quote,2018-08-23 06:16:04.999,true
305,Check  application  form completeness,2018-08-23 06:25:29.077,
305,Return application back to applicant,2018-08-23 06:31:19.176,
305,Receive updated application,2018-08-23 07:11:38.406,
305,Reject application,2018-08-23 07:11:38.406,true
305,Check  application  form completeness,2018-08-23 07:43:16.198,
305,Appraise property,2018-08-23 08:01:53.881,
305,Assess loan risk,2018-08-23 08:01:53.881,true
305,Check credit history,2018-08-23 09:44:24.515,
305,Assess loan risk,2018-08-23 11:08:25.297,
305,Assess eligibility,2018-08-23 13:12:06.462,
305,Appraise property,2018-08-23 13:12:06.462,true
305,Reject application,2018-08-23 13:40:15.992,
305,end_event_Loan application rejected,2018-08-23 14:31:45.004,
305,End,2018-08-23 14:31:45.004,End
306,Start,2018-08-26 06:27:36.567,Start
306,start_event_Loan  application received,2018-08-26 06:27:36.567,
306,Check  application  form completeness,2018-08-26 08:00:00.023,
306,Appraise property,2018-08-26 09:22:38.683,
306,end_event_Loan application rejected,2018-08-26 09:22:38.683,true
306,Check credit history,2018-08-26 10:07:15.386,
306,Assess loan risk,2018-08-26 10:58:53.594,
306,Assess eligibility,2018-08-26 13:44:13.788,
306,Check if home insurance quote is requested,2018-08-26 14:15:47.369,
306,Send home insurance quote,2018-08-26 21:41:48.670,
306,Verify repayment agreement,2018-08-26 21:56:41.695,
306,Cancel application,2018-08-26 22:02:06.915,
306,end_event_Loan  application canceled,2018-08-26 23:08:53.961,
306,End,2018-08-26 23:08:53.961,End
307,Start,2018-08-26 23:08:53.961,Start
307,Check credit history,2018-08-26 23:08:53.961,true
307,start_event_Loan  application received,2018-08-27 01:22:08.496,
307,Check  application  form completeness,2018-08-27 01:28:10.193,
307,Check credit history,2018-08-27 01:35:45.046,
307,Appraise property,2018-08-27 02:30:22.839,
307,Send acceptance pack,2018-08-27 02:30:22.839,true
307,Assess loan risk,2018-08-27 03:11:06.813,
307,Assess eligibility,2018-08-27 03:48:37.819,
307,Check if home insurance quote is requested,2018-08-27 05:16:34.662,
307,Send home insurance quote,2018-08-27 06:15:09.636,
307,Verify repayment agreement,2018-08-27 07:33:27.723,
307,Approve application,2018-08-27 09:17:58.035,
307,Appraise property,2018-08-27 09:17:58.035,true
307,end_event_Loan  application approved,2018-08-27 09:18:09.585,
307,End,2018-08-27 09:18:09.585,End
308,Start,2018-08-27 13:57:05.044,Start
308,start_event_Loan  application received,2018-08-27 13:57:05.044,
308,Check  application  form completeness,2018-08-27 14:00:52.447,
308,Check credit history,2018-08-27 16:15:15.202,
308,Appraise property,2018-08-27 16:28:08.108,
308,Assess loan risk,2018-08-27 16:40:07.767,
308,Assess eligibility,2018-08-27 16:58:38.430,
308,Reject application,2018-08-27 17:26:45.863,
308,end_event_Loan application rejected,2018-08-27 17:48:00.399,
308,End,2018-08-27 17:48:00.399,End
309,Start,2018-08-28 18:31:08.169,Start
309,start_event_Loan  application received,2018-08-28 18:31:08.169,
309,Check  application  form completeness,2018-08-28 19:41:03.567,
309,Return application back to applicant,2018-08-28 20:39:17.478,
309,Receive updated application,2018-08-28 21:06:12.107,
309,Check  application  form completeness,2018-08-28 23:53:43.375,
309,Return application back to applicant,2018-08-29 00:41:29.603,
309,Receive updated application,2018-08-29 00:46:38.749,
309,start_event_Loan  application received,2018-08-29 02:27:33.625,true
309,Check  application  form completeness,2018-08-29 02:27:33.625,
309,Appraise property,2018-08-29 03:04:03.640,
309,Check credit history,2018-08-29 03:40:26.696,
309,Assess loan risk,2018-08-29 04:17:42.390,
309,Assess eligibility,2018-08-29 04:30:18.196,
309,Check if home insurance quote is requested,2018-08-29 05:43:47.145,
310,Start,2018-08-29 06:21:03.903,Start
310,start_event_Loan  application received,2018-08-29 06:21:03.903,
309,Send acceptance pack,2018-08-29 06:37:38.847,
309,Verify repayment agreement,2018-08-29 06:42:02.120,
310,Check  application  form completeness,2018-08-29 08:15:00.316,
310,Check credit history,2018-08-29 08:54:21.356,
309,Cancel application,2018-08-29 10:13:43.069,
309,end_event_Loan  application canceled,2018-08-29 10:15:32.712,
309,End,2018-08-29 10:15:32.712,End
310,Appraise property,2018-08-29 10:33:57.724,
310,Assess loan risk,2018-08-29 11:03:47.679,
310,Assess eligibility,2018-08-29 12:18:10.138,
310,Check if home insurance quote is requested,2018-08-29 13:53:33.427,
310,Send acceptance pack,2018-08-29 15:48:11.910,
310,end_event_Loan  application approved,2018-08-29 15:48:11.910,true
310,Verify repayment agreement,2018-08-29 16:02:29.041,
310,Check credit history,2018-08-29 16:02:29.041,true
310,Cancel application,2018-08-29 16:28:16.830,
310,end_event_Loan  application canceled,2018-08-29 17:38:19.680,
310,End,2018-08-29 17:38:19.680,End
311,Start,2018-08-31 05:05:17.036,Start
311,start_event_Loan  application received,2018-08-31 05:05:17.036,
311,Check  application  form completeness,2018-08-31 07:18:24.829,
311,Cancel application,2018-08-31 07:18:24.829,true
311,Return application back to applicant,2018-08-31 08:22:20.465,
311,Receive updated application,2018-08-31 09:30:46.397,
311,Check  application  form completeness,2018-08-31 10:34:30.854,
311,Appraise property,2018-08-31 12:16:23.485,
311,Send acceptance pack,2018-08-31 12:16:23.485,true
311,Check credit history,2018-08-31 12:55:28.678,
311,Assess loan risk,2018-08-31 13:25:04.917,
311,Assess eligibility,2018-08-31 13:32:01.875,
311,Reject application,2018-08-31 14:20:28.829,
311,end_event_Loan application rejected,2018-08-31 15:18:30.822,
311,End,2018-08-31 15:18:30.822,End
312,Start,2018-09-02 07:19:45.864,Start
312,start_event_Loan  application received,2018-09-02 07:19:45.864,
312,Check  application  form completeness,2018-09-02 08:09:19.865,
312,Appraise property,2018-09-02 09:18:26.234,
312,Check credit history,2018-09-02 09:58:59.942,
312,Assess loan risk,2018-09-02 10:42:56.068,
312,Assess eligibility,2018-09-02 12:37:55.353,
312,Check if home insurance quote is requested,2018-09-02 12:47:27.986,
312,Send acceptance pack,2018-09-02 13:03:54.153,
312,Verify repayment agreement,2018-09-02 14:26:47.093,
312,Cancel application,2018-09-02 16:33:30.591,
312,end_event_Loan  application canceled,2018-09-02 17:19:12.428,
312,End,2018-09-02 17:19:12.428,End
313,Start,2018-09-04 02:41:39.576,Start
313,start_event_Loan  application received,2018-09-04 02:41:39.576,
313,Check  application  form completeness,2018-09-04 04:01:15.711,
313,Return application back to applicant,2018-09-04 04:16:41.357,
313,Receive updated application,2018-09-04 04:36:23.296,
313,Check  application  form completeness,2018-09-04 06:40:23.226,
313,Return application back to applicant,2018-09-04 07:35:18.998,
313,Send acceptance pack,2018-09-04 07:35:18.998,true
313,Receive updated application,2018-09-04 07:42:22.617,
313,Check  application  form completeness,2018-09-04 08:23:29.636,
313,Appraise property,2018-09-04 09:16:11.434,
313,Check credit history,2018-09-04 09:43:46.722,
313,Assess loan risk,2018-09-04 09:58:25.048,
313,Assess eligibility,2018-09-04 10:09:31.735,
